stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
00001760,1157,"Glenvale Blvd at Geraldine Crt",,  43.732948, -79.716621,,,0,,,1
00001770,1158,"Central Park Dr btwn Glenvale Blvd and Graham Crt",,  43.733974, -79.718300,,,0,,,1
00001780,1159,"Grenoble Blvd n/of Central Park Dr",,  43.733250, -79.720909,,,0,,,1
00001790,1160,"Grenoble Blvd at Glencastle Square",,  43.734688, -79.721558,,,0,,,0
00001800,1161,"Grenoble Blvd at Gladstone Square",,  43.736172, -79.721542,,,0,,,0
00001810,1162,"Grenoble Blvd at Greenbrair Rd",,  43.737423, -79.722801,,,0,,,0
00001815,1163,"Grenoble Blvd at Williams Pky E",,  43.738503, -79.724930,,,0,,,1
00001840,1165,"Jordan Blvd at Joshua Crt",,  43.742081, -79.728897,,,0,,,1
00001850,1166,"Jordan Blvd at Jameson Cres",,  43.743763, -79.730125,,,0,,,0
00001860,1167,"Jordan Blvd at North Park Dr",,  43.744450, -79.731590,,,0,,,0
00001870,1168,"North Park Dr at Jayfield Rd",,  43.746387, -79.729904,,,0,,,0
00001880,1169,"North Park Dr opp Panda Lane",,  43.748287, -79.727585,,,0,,,0
00001890,1170,"Torbram Rd at Blue Diamond Dr",,  43.751976, -79.730461,,,0,,,1
00001910,1172,"Torbram Rd n/of Bovaird Dr E",,  43.755108, -79.734619,,,0,,,1
00001920,1173,"Torbram Rd s/of Peter Robertson Blvd",,  43.756344, -79.736366,,,0,,,1
00001930,1174,"Torbram Rd n/of Peter Robertson Blvd",,  43.758858, -79.739807,,,0,,,1
00001935,1175,"Torbram Rd btwn Peter Robertson Blvd & Steeplebush",,  43.760475, -79.741966,,,0,,,1
00001940,1176,"Torbram Rd at Eagleridge Rd",,  43.761421, -79.743164,,,0,,,1
00001945,1177,"Torbram Rd btwn Eagleridge Dr & Sandalwood Pky E",,  43.763161, -79.745544,,,0,,,1
00002005,1181,"Mountainberry Rd at Mount Ranier Cres",,  43.761116, -79.729790,,,0,,,0
00002010,1182,"Mountainberry Rd w/of Mount Rainer Cres (W)",,  43.761665, -79.727028,,,0,,,1
00002020,1183,"Mountainberry Rd e/of Mount Rainer Cres (E)",,  43.763401, -79.725754,,,0,,,0
00002030,1184,"Mountainberry Rd at Snow Leopard Crt (S)",,  43.764774, -79.726990,,,0,,,0
00002040,1185,"Mountainberry Rd n/of Black Hills Crt",,  43.766258, -79.728592,,,0,,,0
00002050,1186,"Mountainberry Rd w/of Snow Leopard Crt (N)",,  43.766052, -79.731346,,,0,,,0
00002060,1187,"Mountainberry Rd at Cougar Crt",,  43.764889, -79.732910,,,0,,,0
00002070,1188,"Mountainash Rd at Mountainberry Rd",,  43.764282, -79.734604,,,0,,,0
00002110,1192,"Bovaird Dr E w/of Mountainash Rd",,  43.757694, -79.730659,,,0,,,1
00002120,1193,"Torbram Rd at Bovaird Dr E",,  43.754990, -79.734970,,,0,,,1
00002125,1194,"Torbram Rd s/of Bovaird Dr E",,  43.753674, -79.733192,,,0,,,1
00002130,1195,"Torbram Rd at Prospect Gate",,  43.752113, -79.731087,,,0,,,1
00002140,1196,"Torbram Rd at North Park Dr",,  43.749454, -79.727501,,,0,,,1
00002150,1197,"North Park Dr at Panda Lane",,  43.748348, -79.727829,,,0,,,1
00002160,1198,"North Park Dr at Provincial Place",,  43.746819, -79.729721,,,0,,,1
00002165,1199,"North Park Dr btwn Provincial Pl & Jamieson Cres",,  43.745502, -79.731308,,,0,,,0
00002170,1200,"Jordan Blvd at North Park Dr",,  43.744324, -79.731735,,,0,,,0
00002180,1201,"Jordan Blvd at Joyce Gate",,  43.742981, -79.729591,,,0,,,0
00002190,1202,"Jordan Blvd at Jefferson Rd",,  43.740185, -79.727562,,,0,,,1
00002210,1204,"Grenoble Blvd at Glenforest Rd",,  43.737453, -79.723228,,,0,,,1
00002220,1205,"Grenoble Blvd at Grasspoint Square",,  43.735687, -79.721710,,,0,,,0
00002230,1206,"Grenoble Blvd n/of Central park Dr",,  43.733639, -79.721451,,,0,,,1
00002240,1207,"Central Park Dr e/of Greenarrow Crt",,  43.733559, -79.718834,,,0,,,1
00002250,1208,"Glenvale Blvd s/of Geraldine Crt",,  43.732319, -79.716713,,,0,,,1
00002260,1209,"Glenvale Blvd at Goldcrest Rd",,  43.730373, -79.715767,,,0,,,1
00002270,1210,"Glenvale Blvd at Gatwick Rd",,  43.729263, -79.714874,,,0,,,0
00002280,1211,"Finchgate Blvd s/of Queen St E",,  43.727642, -79.712761,,,0,,,0
00002290,1212,"Finchgate Blvd n/of Clark Blvd",,  43.726048, -79.708939,,,0,,,1
00002350,1214,"Kensington Rd w/of Bramalea Rd",,  43.722389, -79.716942,,,0,,,1
00002360,1215,"Kensington Rd at Kingscross Rd",,  43.721741, -79.718391,,,0,,,0
00002370,1216,"Kensington Rd at Central Park Dr",,  43.720631, -79.719727,,,0,,,0
00002390,1218,"Central Park Dr at Knightsbridge Rd",,  43.717999, -79.717934,,,0,,,1
00002410,3540,"Knightsbridge Rd w/of Central Park Drive",,  43.717560, -79.717957,,,0,,,1
00002430,1220,"Bramalea Rd n/of Steeles Ave E",,  43.705551, -79.691833,,,0,,,1
00002450,1222,"Bramalea Rd at East Dr",,  43.706749, -79.693535,,,0,,,1
00002460,1223,"Bramalea Rd n/of East Dr",,  43.707985, -79.695183,,,0,,,1
00002470,1224,"Avondale Blvd at Autumn Blvd",,  43.708569, -79.697174,,,0,,,1
00002475,1225,"Avondale Blvd at Avondale Plaza",,  43.707184, -79.698753,,,0,,,1
00002490,1226,"Avondale Blvd at Aloma Cres (E)",,  43.706379, -79.700401,,,0,,,0
00002500,1227,"Avondale Blvd w/of Aloma Cres (W)",,  43.704544, -79.701698,,,0,,,0
00002510,1228,"Avondale Blvd w/of Athlone Ave (S)",,  43.704277, -79.703224,,,0,,,0
00002540,1230,"Dixie Rd s/of Clark Blvd",,  43.710094, -79.722084,,,0,,,1
00002550,1231,"Dixie Rd at Terese Rd",,  43.708164, -79.719467,,,0,,,0
00002560,1232,"Balmoral Dr e/of Dixie Rd",,  43.706570, -79.715126,,,0,,,1
00002570,1233,"Balmoral Dr at Braemar Dr",,  43.707840, -79.714172,,,0,,,1
00002580,1234,"Balmoral Dr at Brookland Dr",,  43.709091, -79.712639,,,0,,,1
00002590,1235,"Avondale Blvd s/of Balmoral Dr",,  43.709881, -79.710587,,,0,,,1
00002600,1236,"Avondale Blvd at Brentwood Dr",,  43.707066, -79.709091,,,0,,,0
00002610,1237,"Avondale Blvd at Birchbank Rd",,  43.704563, -79.706009,,,0,,,0
00002620,1238,"Avondale Blvd at 135 Avondale Blvd",,  43.704010, -79.703918,,,0,,,0
00002630,1239,"Avondale Blvd opp Aloma Cres (W)",,  43.704967, -79.701073,,,0,,,0
00002640,1240,"Avondale Blvd at Victoria Park Arena",,  43.706604, -79.699661,,,0,,,1
00002650,1241,"Avondale Blvd btwn Birchbank Rd & Athlone Ave",,  43.704712, -79.705971,,,0,,,0
00002660,1242,"Avondale Blvd at Addington Cres",,  43.706532, -79.708221,,,0,,,1
00002670,1243,"Avondale Blvd at Balmoral Dr",,  43.710159, -79.710716,,,0,,,1
00002680,1245,"Balmoral Dr at Brookland Dr",,  43.709476, -79.712379,,,0,,,1
00002690,1246,"Balmoral Dr e/of Braemar Dr",,  43.708382, -79.713928,,,0,,,1
00002700,1247,"Balmoral Dr at Dixie Rd",,  43.706146, -79.715851,,,0,,,1
00002710,1248,"Dixie Rd opp Terese Rd",,  43.708141, -79.718872,,,0,,,1
00002720,1249,"Dixie Rd s/of Clark Blvd",,  43.710583, -79.722198,,,0,,,1
00002735,3771,"Gore Meadows Community Centre",,  43.793678, -79.695587,,,0,place_GOMD,,1
00002740,1251,"Avondale Blvd at Bramalea Rd",,  43.708691, -79.696747,,,0,,,0
00002750,1252,"Bramalea Rd opp East Dr",,  43.707550, -79.694954,,,0,,,0
00002760,1253,"Bramalea Rd at Orenda Rd",,  43.706051, -79.692940,,,0,,,1
00002770,1254,"Bramalea Rd s/of Steeles Ave E",,  43.704227, -79.689842,,,0,,,1
00002816,6157,"Westwood Mall Terminal Route 14 Stop",,  43.721470, -79.640327,,,0,,,1
00002817,6158,"Westwood Mall Terminal Route 30 Stop",,  43.721321, -79.640488,,,0,,,1
00002820,6004,"Goreway Dr s/of Morning Star Dr",,  43.720024, -79.640694,,,0,,,1
00002830,6005,"Goreway Dr at Jolliffe Ave",,  43.719090, -79.639343,,,0,,,0
00002840,6006,"Goreway Dr at Etude Dr",,  43.717121, -79.636620,,,0,,,1
00002850,6007,"Goreway Dr n/of Dorcas St",,  43.715073, -79.633904,,,0,,,1
00002855,6008,"Goreway Dr n/of Derry Rd",,  43.713676, -79.632080,,,0,,,1
00002870,6009,"Derry Rd at Legion Rd",,  43.709717, -79.636269,,,0,,,1
00002880,6010,"Derry Rd e/of Hull St (opp Malton GO Station)",,  43.706856, -79.639488,,,0,,,0
00002890,6012,"Derry Rd w/of Airport Rd",,  43.703163, -79.643272,,,0,,,1
00002900,6013,"Derry Rd e/of Harrow St",,  43.701462, -79.645439,,,0,,,1
00002910,6014,"Derry Rd w/of Cattrick St",,  43.699406, -79.647713,,,0,,,1
00002920,6015,"Torbram Rd n/of Derry Rd",,  43.694805, -79.653061,,,0,,,1
00002925,6016,"Derry Rd w/of Torbram Rd",,  43.694088, -79.653275,,,0,,,1
00002930,6017,"Torbram Rd n/of Lucknow Dr",,  43.696297, -79.655128,,,0,,,0
00002940,6018,"Torbram Rd n/of Anson Dr",,  43.698147, -79.657593,,,0,,,0
00002950,6019,"Torbram Rd at Drew Rd",,  43.699272, -79.659164,,,0,,,1
00002960,6020,"Torbram Rd at Kimbel St",,  43.701778, -79.662552,,,0,,,0
00002970,6021,"Torbram Rd n/of Kimbel St (opp 7450 Torbram Rd)",,  43.703846, -79.665321,,,0,,,0
00002980,6022,"Torbram Rd at Rena Rd",,  43.705410, -79.667480,,,0,,,1
00002990,6023,"Torbram Rd n/of Rena Rd (at 7615 Torbram Rd)",,  43.707275, -79.669952,,,0,,,0
00002995,1277,"Torbram Rd at 7795 Torbram Rd",,  43.710064, -79.673691,,,0,,,1
00003000,1278,"Torbram Rd at Steeles Ave E",,  43.713879, -79.678780,,,0,,,0
00003010,1279,"Torbram Rd n/of Steeles Ave E",,  43.714993, -79.680244,,,0,,,1
00003020,1280,"Torbram Rd at Walker Dr",,  43.716938, -79.683296,,,0,,,1
00003030,1281,"Torbram Rd n/of Bramhurst Ave",,  43.720203, -79.687798,,,0,,,0
00003040,1282,"Torbram Rd opp 8458 Torbram Rd",,  43.722591, -79.691032,,,0,,,0
00003050,1283,"Torbram Rd at 8555 Torbram Rd",,  43.725124, -79.694382,,,0,,,0
00003055,1284,"Torbram Rd at Clark Blvd",,  43.727245, -79.697243,,,0,,,1
00003070,1285,"Torbram Rd at 8705 Torbram Rd",,  43.729824, -79.700775,,,0,,,0
00003075,1286,"Torbram Rd at 8875 Torbram Rd (Zellers Entrance)",,  43.731071, -79.702469,,,0,,,0
00003080,1288,"Torbram Rd at Queen St E",,  43.733681, -79.705925,,,0,,,1
00003100,1290,"Torbram Rd at Corporation Dr",,  43.738308, -79.712212,,,0,,,1
00003110,1291,"Torbram Rd opp Gatewood Dr",,  43.742195, -79.717407,,,0,,,0
00003120,1292,"Torbram Rd at Williams Pky E",,  43.743778, -79.719437,,,0,,,0
00003130,1293,"Torbram Rd opp Jardine St",,  43.746994, -79.723785,,,0,,,0
00003140,1294,"Torbram Rd n/of North Park Dr",,  43.749462, -79.727119,,,0,,,1
00003355,1296,"Torbram Rd btwn Sandalwood Pky E and Steeplebush",,  43.763298, -79.746201,,,0,,,1
00003360,1297,"Torbram Rd at Steeplebush Ave",,  43.761681, -79.744019,,,0,,,1
00003370,1298,"Torbram Rd btwn Steeplebush Ave & Peter Robertson",,  43.758675, -79.739914,,,0,,,0
00003380,1299,"Torbram Rd at Peter Robertson Blvd",,  43.757072, -79.737755,,,0,,,1
00003430,1301,"Torbram Rd at Jardine St",,  43.746902, -79.724068,,,0,,,1
00003440,1302,"Torbram Rd at Williams Pky E",,  43.744331, -79.720627,,,0,,,1
00003450,1303,"Torbram Rd at Gatewood Dr",,  43.742172, -79.717766,,,0,,,0
00003460,1304,"Torbram Rd at Central Park Dr",,  43.738789, -79.713257,,,0,,,1
00003470,1305,"Torbram Rd at Grenadier Rd",,  43.736408, -79.710098,,,0,,,0
00003475,1306,"Torbram Rd at Grenadier Rd",,  43.736168, -79.709343,,,0,,,0
00003480,1307,"Torbram Rd s/of Queen St E",,  43.733532, -79.706200,,,0,,,1
00003500,1308,"Torbram Rd at 8875 Torbram Rd",,  43.731354, -79.703209,,,0,,,0
00003510,1309,"Torbram Rd opp 8705 Torbram Rd",,  43.729546, -79.700737,,,0,,,0
00003520,1310,"Torbram Rd at Clark Blvd",,  43.727539, -79.698067,,,0,,,1
00003530,1311,"Torbram Rd at 8500 Torbram Rd",,  43.724678, -79.694168,,,0,,,0
00003540,1312,"Torbram Rd at 8460 Torbram Rd",,  43.722111, -79.690735,,,0,,,0
00003550,1313,"Torbram Rd s/of Balmoral Dr",,  43.719368, -79.687042,,,0,,,1
00003560,1314,"Torbram Rd at East Dr",,  43.717182, -79.684097,,,0,,,1
00003570,1315,"Torbram Rd at Steeles Ave E",,  43.714760, -79.680550,,,0,,,0
00003580,1316,"Torbram Rd s/of Steeles Ave E",,  43.713772, -79.679115,,,0,,,0
00003590,1317,"1317 Tobram Road at Waste Manager",,  43.710209, -79.674347,,,0,,,1
00003595,6024,"Torbram Rd n/of Rena Rd",,  43.706585, -79.669418,,,0,,,1
00003600,6025,"Torbram Rd at Rena Rd",,  43.705471, -79.667992,,,0,,,0
