shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
110088,43.6990896267,-79.6964095499,60005
110088,43.6986996752,-79.6968759313,60006
110088,43.6986996752,-79.6968759313,70001
110088,43.6983647966,-79.6972765822,70002
110088,43.6960555341,-79.7002229677,70003
110088,43.6951675503,-79.7012348982,70004
110088,43.6945298962,-79.7019324099,70005
110088,43.6945298962,-79.7019324099,80001
110088,43.6926676398,-79.7039728871,80002
110088,43.6926676398,-79.7039728871,90001
110088,43.6903624245,-79.7064967606,90002
110088,43.6899569583,-79.7069484511,90003
110088,43.6899569583,-79.7069484511,100001
110088,43.6885235422,-79.7085414138,100002
110088,43.6885235422,-79.7085414138,110001
110088,43.6884532978,-79.7086198505,110002
110088,43.6868008083,-79.7104295978,110003
110088,43.686113977,-79.7111627071,110004
110088,43.6859414137,-79.7113500325,110005
110088,43.6858666943,-79.7114310399,110006
110088,43.6855793925,-79.7117436528,110007
110088,43.6855304563,-79.7117955704,110008
110088,43.6854254942,-79.7119094829,110009
110088,43.6846125047,-79.7127941425,110010
110088,43.684352839,-79.7130825779,110011
110088,43.6835807873,-79.7139253879,110012
110088,43.6805566732,-79.7172367343,110013
110088,43.6801910855,-79.7176353216,110014
110088,43.6801910855,-79.7176353216,120001
110088,43.6795542117,-79.7183312251,120002
110088,43.6782672397,-79.719749321,120003
110088,43.6782672397,-79.719749321,130001
110088,43.6779746238,-79.7200718915,130002
110088,43.675994754,-79.7222526712,130003
110088,43.675994754,-79.7222526712,140001
110088,43.6756478713,-79.7226346735,140002
110088,43.6750048302,-79.7233454875,140003
110088,43.6750048302,-79.7233454875,150001
110088,43.6734296902,-79.7250882749,150002
110088,43.6734296902,-79.7250882749,160001
110088,43.6732509259,-79.7252868157,160002
110088,43.670824099,-79.7279294523,160003
110088,43.670824099,-79.7279294523,170001
110088,43.6669435287,-79.7321541969,170002
110088,43.6669435287,-79.7321541969,180001
110088,43.6660227295,-79.7331559248,180002
110088,43.6647408051,-79.7346402492,180003
110088,43.6648839106,-79.7348791035,180004
110088,43.6649443133,-79.7348046564,180005
110088,43.6653651029,-79.7343443407,180006
110088,43.6656594718,-79.7340950509,180007
110089,43.7289499145,-79.6049677463,10001
110089,43.7291659853,-79.6055562316,10002
110089,43.7293963397,-79.6053969232,10003
110089,43.7300981273,-79.604912533,10004
110089,43.7300621949,-79.6047718188,10005
110089,43.7300265351,-79.6046534481,10006
110089,43.7299811616,-79.6044769456,10007
110089,43.729959697,-79.6042676051,10008
110089,43.7299503886,-79.6040952319,10009
110089,43.729955209,-79.6039001808,10010
110089,43.7299741329,-79.6036067115,10011
110089,43.7304436972,-79.601583068,10012
110089,43.7334845102,-79.6029266215,10013
110089,43.7341270284,-79.6031923142,10014
110089,43.7339381728,-79.6040212153,10015
110089,43.7339381728,-79.6040212153,20001
110089,43.7337809485,-79.6047127865,20002
110089,43.7337000704,-79.605315661,20003
110089,43.7336536495,-79.6057910783,20004
110089,43.7336535417,-79.6062989472,20005
110089,43.7336770371,-79.6064536181,20006
110089,43.7336770371,-79.6064536181,30001
110089,43.7337152601,-79.6067085277,30002
110089,43.7340900109,-79.609903517,30003
110089,43.7342018803,-79.6108843857,30004
110089,43.7342018803,-79.6108843857,40001
110089,43.734429496,-79.6128708796,40002
110089,43.7348839631,-79.6167892931,40003
110089,43.734951091,-79.6172769988,40004
110089,43.734951091,-79.6172769988,50001
110089,43.73503208,-79.6178686943,50002
110089,43.7351740353,-79.6193331877,50003
110089,43.7352406859,-79.6200059319,50004
110089,43.7352810979,-79.6203700814,50005
110089,43.7353008978,-79.6205931439,50006
110089,43.7353007733,-79.6208812354,50007
110089,43.7352709723,-79.6212469972,50008
110089,43.7352350971,-79.6214825131,50009
110089,43.7351848755,-79.621872336,50010
110089,43.7351444535,-79.6221042302,50011
110089,43.734897895,-79.623386407,50012
110089,43.7348758524,-79.6234999115,50013
110089,43.7345919278,-79.6249704359,50014
110089,43.7344832816,-79.62551929,50015
110089,43.7343546852,-79.6259816763,50016
110089,43.7340774794,-79.6270397662,50017
110089,43.7338197232,-79.6289690975,50018
110089,43.7334374043,-79.6305746773,50019
110089,43.7333849652,-79.6307819983,50020
110089,43.7333065775,-79.6310780724,50021
110089,43.7332034296,-79.6315622091,50022
110089,43.7331492905,-79.631928507,50023
110089,43.7331447468,-79.6323011256,50024
110089,43.7331516808,-79.6326548572,50025
110089,43.7332596834,-79.6332533918,50026
110089,43.7332815,-79.6333460245,50027
110089,43.7332815,-79.6333460245,60001
110089,43.7333849584,-79.6337906914,60002
110089,43.7336582687,-79.6343593969,60003
110089,43.7350370162,-79.6362664409,60004
110089,43.7357730744,-79.6372096233,60005
110089,43.7357730744,-79.6372096233,70001
110089,43.7359230359,-79.6374024222,70002
110089,43.7372497428,-79.6391021627,70003
110089,43.7374026085,-79.6393122905,70004
110089,43.7391449897,-79.6423525927,70005
110089,43.7400044608,-79.6436085581,70006
110089,43.7394901013,-79.6441951478,70007
110089,43.7394901013,-79.6441951478,80001
110089,43.7389846221,-79.6447715923,80002
110089,43.7387178754,-79.6451315322,80003
110089,43.7384751518,-79.6454673325,80004
110089,43.7384556724,-79.6454950919,80005
110089,43.7384556724,-79.6454950919,90001
110089,43.7382707065,-79.6457662543,90002
110089,43.7380813679,-79.6465044378,90003
110089,43.7380083005,-79.6470251639,90004
110089,43.7380456784,-79.6479010463,90005
110089,43.7380540634,-79.6486099363,90006
110089,43.7380437467,-79.6488796431,90007
110089,43.7380437467,-79.6488796431,100001
110089,43.7380328375,-79.6491754413,100002
110089,43.7379154362,-79.6496027822,100003
110089,43.7377326602,-79.6500601522,100004
110089,43.7375098919,-79.6503333883,100005
110089,43.7371686852,-79.6506415694,100006
110089,43.7364806357,-79.6508569503,100007
110089,43.7358123449,-79.6510681572,100008
110089,43.735574613,-79.6511417919,100009
110089,43.735574613,-79.6511417919,110001
110089,43.7342711003,-79.6515435776,110002
110089,43.7342711003,-79.6515435776,120001
110089,43.7340692419,-79.6516052278,120002
110089,43.7330850359,-79.6519029753,120003
110089,43.732676686,-79.6520151986,120004
110089,43.7324310423,-79.6521051451,120005
110089,43.7322020403,-79.6522319684,120006
110089,43.7319851645,-79.6523945279,120007
110089,43.7317869792,-79.6526150266,120008
110089,43.7305721406,-79.6540478302,120009
110089,43.7305721406,-79.6540478302,130001
110089,43.730352787,-79.6543060419,130002
110089,43.7313719553,-79.6556776263,130003
110089,43.7313719553,-79.6556776263,140001
110089,43.7332245119,-79.6581692874,140002
110089,43.7327296446,-79.6587353824,140003
110089,43.7327296446,-79.6587353824,150001
110089,43.7285200968,-79.6635549512,150002
110089,43.7270656296,-79.6652199887,150003
110089,43.7270656296,-79.6652199887,160001
110089,43.7268506057,-79.6654656323,160002
110089,43.7237302237,-79.6691241595,160003
110089,43.7231756968,-79.6697522275,160004
110089,43.7231756968,-79.6697522275,170001
110089,43.718492331,-79.6750598754,170002
110089,43.7180497652,-79.6755624673,170003
110089,43.7143926254,-79.6797059032,170004
110089,43.713909161,-79.6802552525,170005
110089,43.713909161,-79.6802552525,180001
110089,43.7123983278,-79.6819728426,180002
110089,43.7116633257,-79.6828069529,180003
110089,43.7116633257,-79.6828069529,190001
110089,43.7105754844,-79.6840422433,190002
110089,43.709921324,-79.6847826829,190003
110089,43.709921324,-79.6847826829,200001
110089,43.7078414882,-79.6871367918,200002
110089,43.7078414882,-79.6871367918,210001
110089,43.7048522845,-79.690518351,210002
110089,43.7043659085,-79.6910539354,210003
110089,43.7043659085,-79.6910539354,220001
110089,43.7033317896,-79.6921921907,220002
110089,43.702812014,-79.6927210271,220003
110089,43.702812014,-79.6927210271,230001
110089,43.7026615895,-79.6928732269,230002
110089,43.7025529332,-79.6929773572,230003
110089,43.6999619856,-79.6954524252,230004
110089,43.6990896267,-79.6964095499,230005
110089,43.6986996752,-79.6968759313,230006
110089,43.6986996752,-79.6968759313,240001
110089,43.6983647966,-79.6972765822,240002
110089,43.6960555341,-79.7002229677,240003
110089,43.6951675503,-79.7012348982,240004
110089,43.6945298962,-79.7019324099,240005
110089,43.6945298962,-79.7019324099,250001
110089,43.6926676398,-79.7039728871,250002
110089,43.6926676398,-79.7039728871,260001
110089,43.6903624245,-79.7064967606,260002
110089,43.6899569583,-79.7069484511,260003
110089,43.6899569583,-79.7069484511,270001
110089,43.6885235422,-79.7085414138,270002
110089,43.6885235422,-79.7085414138,280001
110089,43.6884532978,-79.7086198505,280002
110089,43.6868008083,-79.7104295978,280003
110089,43.686113977,-79.7111627071,280004
110089,43.6859414137,-79.7113500325,280005
110089,43.6858666943,-79.7114310399,280006
110089,43.6855793925,-79.7117436528,280007
110089,43.6855304563,-79.7117955704,280008
110089,43.6854254942,-79.7119094829,280009
110089,43.6846125047,-79.7127941425,280010
110089,43.684352839,-79.7130825779,280011
110089,43.6835807873,-79.7139253879,280012
110089,43.6805566732,-79.7172367343,280013
110089,43.6801910855,-79.7176353216,280014
110089,43.6801910855,-79.7176353216,290001
110089,43.6795542117,-79.7183312251,290002
110089,43.6782672397,-79.719749321,290003
110089,43.6782672397,-79.719749321,300001
110089,43.6779746238,-79.7200718915,300002
110089,43.675994754,-79.7222526712,300003
110089,43.675994754,-79.7222526712,310001
110089,43.6756478713,-79.7226346735,310002
110089,43.6750048302,-79.7233454875,310003
110089,43.6750048302,-79.7233454875,320001
110089,43.6734296902,-79.7250882749,320002
110089,43.6734296902,-79.7250882749,330001
110089,43.6732509259,-79.7252868157,330002
110089,43.670824099,-79.7279294523,330003
110089,43.670824099,-79.7279294523,340001
110089,43.6669435287,-79.7321541969,340002
110089,43.6669435287,-79.7321541969,350001
110089,43.6660227295,-79.7331559248,350002
110089,43.6653435496,-79.7339429298,350003
110090,43.6656594718,-79.7340950509,10001
110090,43.6656683912,-79.7340874214,10002
110090,43.6659243255,-79.7340262273,10003
110090,43.6661425957,-79.7340600898,10004
110090,43.6662642367,-79.7341493182,10005
110090,43.6663531888,-79.7342950493,10006
110090,43.6664447039,-79.7344283235,10007
110090,43.6666585733,-79.7347153112,10008
110090,43.6667099662,-79.7347216736,10009
110090,43.6667538967,-79.7347046262,10010
110090,43.6669541804,-79.7344151372,10011
110090,43.6660227295,-79.7331559248,10012
110090,43.6666365967,-79.7324881096,10013
110090,43.6666365967,-79.7324881096,20001
110090,43.6705501003,-79.7282279811,20002
110090,43.6705501003,-79.7282279811,30001
110090,43.6730854565,-79.7254664667,30002
110090,43.6730854565,-79.7254664667,40001
110090,43.6732509259,-79.7252868157,40002
110090,43.6756478713,-79.7226346735,40003
110090,43.67629894,-79.721917471,40004
110090,43.67629894,-79.721917471,50001
110090,43.6779746238,-79.7200718915,50002
110090,43.6787270725,-79.719243304,50003
110090,43.6787270725,-79.719243304,60001
110090,43.6795542117,-79.7183312251,60002
110090,43.6805566732,-79.7172367343,60003
110090,43.6810850139,-79.7166585013,60004
110090,43.6810850139,-79.7166585013,70001
110090,43.6835807873,-79.7139253879,70002
110090,43.684352839,-79.7130825779,70003
110090,43.6846125047,-79.7127941425,70004
110090,43.6854254942,-79.7119094829,70005
110090,43.6855304563,-79.7117955704,70006
110090,43.6855793925,-79.7117436528,70007
110090,43.6858666943,-79.7114310399,70008
110090,43.6859414137,-79.7113500325,70009
110090,43.686113977,-79.7111627071,70010
110090,43.6868008083,-79.7104295978,70011
110090,43.6884532978,-79.7086198505,70012
110090,43.6903624245,-79.7064967606,70013
110090,43.6909591919,-79.7058436556,70014
110090,43.6909591919,-79.7058436556,80001
110090,43.6924355231,-79.704227303,80002
110090,43.6924355231,-79.704227303,90001
110090,43.69436538,-79.7021134104,90002
110090,43.69436538,-79.7021134104,100001
110090,43.6951675503,-79.7012348982,100002
110090,43.6959097549,-79.7003886814,100003
110090,43.6959097549,-79.7003886814,110001
110090,43.6960555341,-79.7002229677,110002
110090,43.6983647966,-79.6972765822,110003
110090,43.698848008,-79.6966977358,110004
110090,43.698848008,-79.6966977358,120001
110090,43.6990896267,-79.6964095499,120002
110090,43.6999619856,-79.6954524252,120003
110090,43.7022207193,-79.6932948457,120004
110090,43.7022207193,-79.6932948457,130001
110090,43.7025529332,-79.6929773572,130002
110090,43.7026615895,-79.6928732269,130003
110090,43.7033317896,-79.6921921907,130004
110090,43.7040458002,-79.6914059322,130005
110090,43.7040458002,-79.6914059322,140001
110090,43.7048522845,-79.690518351,140002
110090,43.7101790709,-79.6844903185,140003
110090,43.7101790709,-79.6844903185,150001
110090,43.7105754844,-79.6840422433,150002
110090,43.7121210418,-79.6822880002,150003
110090,43.7121210418,-79.6822880002,160001
110090,43.7123983278,-79.6819728426,160002
110090,43.7143926254,-79.6797059032,160003
110090,43.7148494408,-79.6791881639,160004
110090,43.7148494408,-79.6791881639,170001
110090,43.7180497652,-79.6755624673,170002
110090,43.718492331,-79.6750598754,170003
110090,43.7219013543,-79.6711969642,170004
110090,43.7219013543,-79.6711969642,180001
110090,43.7237302237,-79.6691241595,180002
110090,43.7244257305,-79.668309209,180003
110090,43.7244257305,-79.668309209,190001
110090,43.7265521556,-79.6658149359,190002
110090,43.7265521556,-79.6658149359,200001
110090,43.7268506057,-79.6654656323,200002
110090,43.7285200968,-79.6635549512,200003
110090,43.7310220416,-79.6606906421,200004
110090,43.7310220416,-79.6606906421,210001
110090,43.7328407058,-79.6586087322,210002
110090,43.7328407058,-79.6586087322,220001
110090,43.7332245119,-79.6581692874,220002
110090,43.7323929225,-79.6570504584,220003
110090,43.7323929225,-79.6570504584,230001
110090,43.730352787,-79.6543060419,230002
110090,43.7308909351,-79.6536706717,230003
110090,43.7308909351,-79.6536706717,240001
110090,43.7317869792,-79.6526150266,240002
110090,43.7319851645,-79.6523945279,240003
110090,43.7322020403,-79.6522319684,240004
110090,43.7322601836,-79.6521996218,240005
110090,43.7322601836,-79.6521996218,250001
110090,43.7324310423,-79.6521051451,250002
110090,43.732676686,-79.6520151986,250003
110090,43.7330850359,-79.6519029753,250004
110090,43.7340692419,-79.6516052278,250005
110090,43.7345967536,-79.651443138,250006
110090,43.7345967536,-79.651443138,260001
110090,43.7358123449,-79.6510681572,260002
110090,43.7364806357,-79.6508569503,260003
110090,43.7369192958,-79.6507191948,260004
110090,43.7369192958,-79.6507191948,270001
110090,43.7371686852,-79.6506415694,270002
110090,43.7375098919,-79.6503333883,270003
110090,43.7377326602,-79.6500601522,270004
110090,43.7379154362,-79.6496027822,270005
110090,43.7380328375,-79.6491754413,270006
110090,43.7380540634,-79.6486099363,270007
110090,43.7380456784,-79.6479010463,270008
110090,43.7380083005,-79.6470251639,270009
110090,43.7380813679,-79.6465044378,270010
110090,43.7382707065,-79.6457662543,270011
110090,43.7384751518,-79.6454673325,270012
110090,43.738509698,-79.6454193641,270013
110090,43.738509698,-79.6454193641,280001
110090,43.7387178754,-79.6451315322,280002
110090,43.7389846221,-79.6447715923,280003
110090,43.7400044608,-79.6436085581,280004
110090,43.7404327831,-79.6441937416,280005
110090,43.7404327831,-79.6441937416,290001
110090,43.7425633429,-79.6471026456,290002
110090,43.7425633429,-79.6471026456,300001
110090,43.742762851,-79.6473750994,300002
110090,43.744131689,-79.6458005363,300003
110090,43.7445768584,-79.6453769287,300004
110090,43.7456352254,-79.6444253022,300005
110090,43.746274822,-79.6438457611,300006
110090,43.7466792858,-79.643406897,300007
110090,43.7471029168,-79.6429141875,300008
110090,43.7475801556,-79.6423867248,300009
110090,43.7476476662,-79.6423094356,300010
110090,43.7490156925,-79.6407483072,300011
110090,43.749197163,-79.6404870955,300012
110090,43.7496430272,-79.6396696635,300013
110090,43.7496430272,-79.6396696635,310001
110090,43.749848324,-79.6392923941,310002
110090,43.750361167,-79.6382784201,310003
110090,43.7506054377,-79.6376965565,310004
110090,43.7507553636,-79.6373577932,310005
110090,43.7508649749,-79.6370360903,310006
110090,43.750975678,-79.6367305086,310007
110090,43.7510479115,-79.6364456728,310008
110090,43.7511051493,-79.6361114932,310009
110090,43.7511263296,-79.6359246988,310010
110090,43.7511891997,-79.6355344963,310011
110090,43.7512271509,-79.6352442266,310012
110090,43.7512347787,-79.6349782457,310013
110090,43.7512347787,-79.6349782457,320001
110090,43.7512438352,-79.6346811799,320002
110090,43.7512472924,-79.6345183873,320003
110090,43.7512502048,-79.6341593566,320004
110090,43.7512708125,-79.6338496069,320005
110090,43.7512719876,-79.6335713515,320006
110090,43.7512991799,-79.6331347582,320007
110090,43.7513353781,-79.6327737271,320008
110090,43.7513491204,-79.6326429943,320009
110090,43.7513641786,-79.6325470102,320010
110090,43.7513875992,-79.6323974255,320011
110090,43.7514063257,-79.6322318004,320012
110090,43.7515027569,-79.6317128915,320013
110090,43.751616318,-79.6311960748,320014
110090,43.7516856884,-79.6308988735,320015
110090,43.7518458805,-79.6301412639,320016
110090,43.7519617774,-79.6295945773,320017
110090,43.7529399631,-79.6253527484,320018
110090,43.7529399631,-79.6253527484,330001
110090,43.7529938778,-79.6251192362,330002
110090,43.7523844293,-79.6248288727,330003
110090,43.7522341111,-79.6247577886,330004
110090,43.750768011,-79.6240610216,330005
110090,43.750768011,-79.6240610216,340001
110090,43.7504365747,-79.62390342,340002
110090,43.7503559094,-79.6242331758,340003
110090,43.750128851,-79.6254916247,340004
110090,43.750128851,-79.6254916247,350001
110090,43.7500317718,-79.6260291773,350002
110090,43.7497870091,-79.627239577,350003
110090,43.7497001579,-79.627504879,350004
110090,43.7496389531,-79.6276565669,350005
110090,43.7495781562,-79.6277672573,350006
110090,43.7494681501,-79.6279039129,350007
110090,43.7493252769,-79.6280028153,350008
110090,43.7491813693,-79.6280905624,350009
110090,43.748707489,-79.6283671845,350010
110090,43.748707489,-79.6283671845,360001
110090,43.7480279483,-79.6287627647,360002
110090,43.7475282508,-79.6258405357,360003
110090,43.7470074942,-79.62282072,360004
110090,43.7469107013,-79.6222603128,360005
110090,43.7468690464,-79.6220165942,360006
110090,43.746623251,-79.6220172658,360007
110090,43.7464451001,-79.6220275633,360008
110090,43.7462885074,-79.6220336401,360009
110090,43.7461190883,-79.6220213814,360010
110090,43.7460361116,-79.6220096233,360011
110090,43.7460361116,-79.6220096233,370001
110090,43.746010863,-79.6220064767,370002
110090,43.7459041985,-79.6219716646,370003
110090,43.7452204988,-79.6215725345,370004
110090,43.7449980797,-79.6214211519,370005
110090,43.7448621614,-79.621349754,370006
110090,43.7444338682,-79.6211496953,370007
110090,43.743450843,-79.6207177156,370008
110090,43.743450843,-79.6207177156,380001
110090,43.7433476587,-79.6206728917,380002
110090,43.7415851069,-79.6198850235,380003
110090,43.740511464,-79.6194054916,380004
110090,43.740511464,-79.6194054916,390001
110090,43.7382709185,-79.6184039168,390002
110090,43.7382709185,-79.6184039168,400001
110090,43.7381170258,-79.6183354305,400002
110090,43.736893924,-79.6177823995,400003
110090,43.7367039807,-79.6177110203,400004
110090,43.7365379063,-79.6176775877,400005
110090,43.7364045068,-79.6176657556,400006
110090,43.7361053483,-79.6176465614,400007
110090,43.7359040945,-79.6176822363,400008
110090,43.7353013384,-79.6177979286,400009
110090,43.73503208,-79.6178686943,400010
110090,43.7349007528,-79.6169118401,400011
110090,43.7349007528,-79.6169118401,410001
110090,43.7348839631,-79.6167892931,410002
110090,43.7345340905,-79.6137736973,410003
110090,43.7345340905,-79.6137736973,420001
110090,43.734429496,-79.6128708796,420002
110090,43.7341212064,-79.6101734939,420003
110090,43.7341212064,-79.6101734939,430001
110090,43.7340900109,-79.609903517,430002
110090,43.7336311933,-79.6100085032,430003
110090,43.7334376356,-79.6100104975,430004
110090,43.7333160278,-79.6100058604,430005
110090,43.7332075595,-79.6099711181,430006
110090,43.7330772012,-79.6099132897,430007
110090,43.7329364281,-79.6098134844,430008
110090,43.7329246207,-79.6098050655,430009
110090,43.7327351953,-79.6097026613,430010
110090,43.7323441618,-79.6093106398,430011
110090,43.7321827847,-79.609145504,430012
110090,43.7318690007,-79.6088125439,430013
110090,43.7318690007,-79.6088125439,440001
110090,43.7315168965,-79.6084382575,440002
110090,43.7314894846,-79.6084053669,440003
110090,43.7314272329,-79.6083211325,440004
110090,43.7313601328,-79.608208452,440005
110090,43.7312748033,-79.6080775689,440006
110090,43.7312028092,-79.6079327187,440007
110090,43.731125921,-79.6077556987,440008
110090,43.7300981273,-79.604912533,440009
110090,43.7293963397,-79.6053969232,440010
110090,43.7288707488,-79.6040147719,440011
110090,43.7286556226,-79.6041675224,440012
110090,43.7289499145,-79.6049677463,440013
110091,43.6959097549,-79.7003886814,10001
110091,43.6960555341,-79.7002229677,10002
110091,43.6983647966,-79.6972765822,10003
110091,43.698848008,-79.6966977358,10004
110091,43.698848008,-79.6966977358,20001
110091,43.6990896267,-79.6964095499,20002
110091,43.6999619856,-79.6954524252,20003
110091,43.7022207193,-79.6932948457,20004
110091,43.7022207193,-79.6932948457,30001
110091,43.7025529332,-79.6929773572,30002
110091,43.7026615895,-79.6928732269,30003
110091,43.7033317896,-79.6921921907,30004
110091,43.7040458002,-79.6914059322,30005
110091,43.7040458002,-79.6914059322,40001
110091,43.7048522845,-79.690518351,40002
110091,43.7101790709,-79.6844903185,40003
110091,43.7101790709,-79.6844903185,50001
110091,43.7105754844,-79.6840422433,50002
110091,43.7121210418,-79.6822880002,50003
110091,43.7121210418,-79.6822880002,60001
110091,43.7123983278,-79.6819728426,60002
110091,43.7143926254,-79.6797059032,60003
110091,43.7148494408,-79.6791881639,60004
110091,43.7148494408,-79.6791881639,70001
110091,43.7180497652,-79.6755624673,70002
110091,43.718492331,-79.6750598754,70003
110091,43.7219013543,-79.6711969642,70004
110091,43.7219013543,-79.6711969642,80001
110091,43.7237302237,-79.6691241595,80002
110091,43.7244257305,-79.668309209,80003
110091,43.7244257305,-79.668309209,90001
110091,43.7265521556,-79.6658149359,90002
110091,43.7265521556,-79.6658149359,100001
110091,43.7268506057,-79.6654656323,100002
110091,43.7285200968,-79.6635549512,100003
110091,43.7310220416,-79.6606906421,100004
110091,43.7310220416,-79.6606906421,110001
110091,43.7328407058,-79.6586087322,110002
110091,43.7328407058,-79.6586087322,120001
110091,43.7332245119,-79.6581692874,120002
110091,43.7323929225,-79.6570504584,120003
110091,43.7323929225,-79.6570504584,130001
110091,43.730352787,-79.6543060419,130002
110091,43.7308909351,-79.6536706717,130003
110091,43.7308909351,-79.6536706717,140001
110091,43.7317869792,-79.6526150266,140002
110091,43.7319851645,-79.6523945279,140003
110091,43.7322020403,-79.6522319684,140004
110091,43.7322601836,-79.6521996218,140005
110091,43.7322601836,-79.6521996218,150001
110091,43.7324310423,-79.6521051451,150002
110091,43.732676686,-79.6520151986,150003
110091,43.7330850359,-79.6519029753,150004
110091,43.7340692419,-79.6516052278,150005
110091,43.7345967536,-79.651443138,150006
110091,43.7345967536,-79.651443138,160001
110091,43.7358123449,-79.6510681572,160002
110091,43.7364806357,-79.6508569503,160003
110091,43.7369192958,-79.6507191948,160004
110091,43.7369192958,-79.6507191948,170001
110091,43.7371686852,-79.6506415694,170002
110091,43.7375098919,-79.6503333883,170003
110091,43.7377326602,-79.6500601522,170004
110091,43.7379154362,-79.6496027822,170005
110091,43.7380328375,-79.6491754413,170006
110091,43.7380540634,-79.6486099363,170007
110091,43.7380456784,-79.6479010463,170008
110091,43.7380083005,-79.6470251639,170009
110091,43.7380813679,-79.6465044378,170010
110091,43.7382707065,-79.6457662543,170011
110091,43.7384751518,-79.6454673325,170012
110091,43.738509698,-79.6454193641,170013
110091,43.738509698,-79.6454193641,180001
110091,43.7387178754,-79.6451315322,180002
110091,43.7389846221,-79.6447715923,180003
110091,43.7400044608,-79.6436085581,180004
110091,43.7404327831,-79.6441937416,180005
110091,43.7404327831,-79.6441937416,190001
110091,43.7425633429,-79.6471026456,190002
110091,43.7425633429,-79.6471026456,200001
110091,43.742762851,-79.6473750994,200002
110091,43.744131689,-79.6458005363,200003
110091,43.7445768584,-79.6453769287,200004
110091,43.7456352254,-79.6444253022,200005
110091,43.746274822,-79.6438457611,200006
110091,43.7466792858,-79.643406897,200007
110091,43.7471029168,-79.6429141875,200008
110091,43.7475801556,-79.6423867248,200009
110091,43.7476476662,-79.6423094356,200010
110091,43.7490156925,-79.6407483072,200011
110091,43.749197163,-79.6404870955,200012
110091,43.7496430272,-79.6396696635,200013
110091,43.7496430272,-79.6396696635,210001
110091,43.749848324,-79.6392923941,210002
110091,43.750361167,-79.6382784201,210003
110091,43.7506054377,-79.6376965565,210004
110091,43.7507553636,-79.6373577932,210005
110091,43.7508649749,-79.6370360903,210006
110091,43.750975678,-79.6367305086,210007
110091,43.7510479115,-79.6364456728,210008
110091,43.7511051493,-79.6361114932,210009
110091,43.7511263296,-79.6359246988,210010
110091,43.7511891997,-79.6355344963,210011
110091,43.7512271509,-79.6352442266,210012
110091,43.7512347787,-79.6349782457,210013
110091,43.7512347787,-79.6349782457,220001
110091,43.7512438352,-79.6346811799,220002
110091,43.7512472924,-79.6345183873,220003
110091,43.7512502048,-79.6341593566,220004
110091,43.7512708125,-79.6338496069,220005
110091,43.7512719876,-79.6335713515,220006
110091,43.7512991799,-79.6331347582,220007
110091,43.7513353781,-79.6327737271,220008
110091,43.7513491204,-79.6326429943,220009
110091,43.7513641786,-79.6325470102,220010
110091,43.7513875992,-79.6323974255,220011
110091,43.7514063257,-79.6322318004,220012
110091,43.7515027569,-79.6317128915,220013
110091,43.751616318,-79.6311960748,220014
110091,43.7516856884,-79.6308988735,220015
110091,43.7518458805,-79.6301412639,220016
110091,43.7519617774,-79.6295945773,220017
110091,43.7529399631,-79.6253527484,220018
110091,43.7529399631,-79.6253527484,230001
110091,43.7529938778,-79.6251192362,230002
110091,43.7523844293,-79.6248288727,230003
110091,43.7522341111,-79.6247577886,230004
110091,43.750768011,-79.6240610216,230005
110091,43.750768011,-79.6240610216,240001
110091,43.7504365747,-79.62390342,240002
110091,43.7503559094,-79.6242331758,240003
110091,43.750128851,-79.6254916247,240004
110091,43.750128851,-79.6254916247,250001
110091,43.7500317718,-79.6260291773,250002
110091,43.7497870091,-79.627239577,250003
110091,43.7497001579,-79.627504879,250004
110091,43.7496389531,-79.6276565669,250005
110091,43.7495781562,-79.6277672573,250006
110091,43.7494681501,-79.6279039129,250007
110091,43.7493252769,-79.6280028153,250008
110091,43.7491813693,-79.6280905624,250009
110091,43.748707489,-79.6283671845,250010
110091,43.748707489,-79.6283671845,260001
110091,43.7480279483,-79.6287627647,260002
110091,43.7475282508,-79.6258405357,260003
110091,43.7470074942,-79.62282072,260004
110091,43.7469107013,-79.6222603128,260005
110091,43.7468690464,-79.6220165942,260006
110091,43.746623251,-79.6220172658,260007
110091,43.7464451001,-79.6220275633,260008
110091,43.7462885074,-79.6220336401,260009
110091,43.7461190883,-79.6220213814,260010
110091,43.7460361116,-79.6220096233,260011
110091,43.7460361116,-79.6220096233,270001
110091,43.746010863,-79.6220064767,270002
110091,43.7459041985,-79.6219716646,270003
110091,43.7452204988,-79.6215725345,270004
110091,43.7449980797,-79.6214211519,270005
110091,43.7448621614,-79.621349754,270006
110091,43.7444338682,-79.6211496953,270007
110091,43.743450843,-79.6207177156,270008
110091,43.743450843,-79.6207177156,280001
110091,43.7433476587,-79.6206728917,280002
110091,43.7415851069,-79.6198850235,280003
110091,43.740511464,-79.6194054916,280004
110091,43.740511464,-79.6194054916,290001
110091,43.7382709185,-79.6184039168,290002
110091,43.7382709185,-79.6184039168,300001
110091,43.7381170258,-79.6183354305,300002
110091,43.736893924,-79.6177823995,300003
110091,43.7367039807,-79.6177110203,300004
110091,43.7365379063,-79.6176775877,300005
110091,43.7364045068,-79.6176657556,300006
110091,43.7361053483,-79.6176465614,300007
110091,43.7359040945,-79.6176822363,300008
110091,43.7353013384,-79.6177979286,300009
110091,43.73503208,-79.6178686943,300010
110091,43.7349007528,-79.6169118401,300011
